id,popularity,revenue,keywords
20606,0.240757,0,drinking weekend
18898,0.271818,0,social satire
26320,0.235045,0,catskills
25405,0.118447,0,war victim
14410,0.232346,43051547,boom box
46420,0.23156,0,female killer
26171,0.230953,0,retired
25196,0.226009,39462438,journalist
23173,0.213292,0,bullying
31169,0.213237,0,biography
34188,0.212295,0,dating
51249,0.223951,0,best friend
23127,0.209043,0,hero
29919,0.203813,0,funeral
52034,0.203707,0,sequel
39545,0.196413,0,near future
22681,0.529037,0,secret
30128,0.190162,1429299,stripper
29134,0.188104,0,white castle
22492,0.182403,1896244,soda bottle
18759,0.181456,0,serial killer
18480,0.180029,0,mockumentary
26736,0.179972,0,adventure
15060,0.236277,0,future
44571,0.165343,0,cia
38087,0.165257,0,male friendship
30685,0.159615,0,rifle
46127,0.158638,0,rivalry
24438,0.145905,85280250,duringcreditsstinger
19508,0.145388,0,dog
1977,0.145081,38610009,curse
27866,0.142609,0,live audience
26032,0.137656,0,coming out
27561,0.128532,0,jack daniels
20441,0.123044,0,hit by a truck
15039,0.222882,0,zombies
23988,0.11886,0,duringcreditsstinger
133365,0.256703,0,jewish
29150,0.114458,232732,sport
46534,0.060334,0,strip club
38150,0.108905,0,pact with the devil
24458,0.128661,0,woman director
19105,0.103773,0,live concert
220903,0.102223,0,biology
33870,0.166371,20719451,village
17618,0.323342,0,slaughter
30974,0.097705,0,elimination derby
42151,0.092519,10000,crime family
27370,0.090552,0,demonic possession
21641,0.287231,0,sport
28227,0.083178,0,oil industry
49637,0.088781,0,independent film
19599,0.059697,0,paranormal
43065,0.050789,0,independent film
44750,0.047028,0,immigrant
21474,0.043209,0,high school
32389,0.135759,0,police
31160,0.027045,0,toy shop
25073,0.021121,0,writer
46641,0.021041,400654,business card
19238,0.169317,0,independent film
39246,0.00246,0,online lying
15004,0.257762,0,director
37928,0.005502,0,alien
60366,0.019105,0,raped by animal
31687,0.001423,0,t-horror
27205,9.363643,825500000,sleep
10138,5.70486,623933331,comic
12155,5.57295,1025467110,queen
44214,5.29318,327803731,dancer
12444,4.840588,954305868,radio
20352,3.791881,543513985,life's dream
27578,3.74884,274470394,sniper
10191,3.560424,494878759,arena
11324,3.176169,294804195,hurricane
20526,2.911727,400062763,thriller
38757,2.865684,591794936,fairy tale
10193,2.711136,1063171911,toy
27576,2.586787,293329073,assassination
44115,2.440611,35692920,adventure
37735,2.332359,74952305,school
10140,2.245241,415686217,good vs evil
23483,2.225609,96188903,crime fighter
37710,2.162441,278346189,false identity
9543,2.128799,335154643,brother against brother
20662,2.11831,310669540,knight
44264,2.100704,252276927,texas ranger
18823,2.087252,232713139,greek mythology
27022,2.053855,215283742,wolf
37056,2.033563,0,romantic comedy
37799,1.923694,224920315,creator
22538,1.906739,47664559,underage girlfriend
39451,1.903671,310650585,father-in-law
34851,1.888263,126248813,yakuza
32657,1.878018,226497209,god
22971,1.784073,114977104,love
34544,1.730679,177238796,military service
39514,1.720825,71664962,shot to death
23631,1.71986,31327899,machete
38365,1.659355,271430189,foot
20504,1.624483,157107755,dystopia
35056,1.618371,152263880,taxi
23168,1.614028,154026136,boston
23169,1.57937,0,grieving
24021,1.546212,698491347,immortality
38055,1.540322,321885765,prison
10196,1.538276,318502923,war ship
27581,1.419224,170432927,starts with narration
42941,1.402935,0,supernatural
49018,1.396973,97009150,house warming
41233,1.386743,159291809,3d
45269,1.385499,414211549,monarchy
43347,1.365279,102820008,letter
49009,1.36053,20348249,gulag
31867,1.348633,18409891,repo man
23830,1.344701,7644937,ex-girlfriend
37834,1.325302,261930431,gas station
38234,1.302132,0,shotgun
38167,1.271623,204594016,india
46705,1.271367,12355734,depression
25195,1.2347,29922472,wales
22972,1.206958,94882889,iraqi†
38745,1.203837,237382724,princess
34806,1.202845,77477008,romantic comedy
37950,1.166631,48190704,sailing
41210,1.147365,49830607,baby
27586,1.14644,2995811,publicity
32856,1.145806,216485654,florist
46261,1.138389,36993168,creature
44683,1.137934,0,countryside
41439,1.134397,136150434,stabbed in the mouth
41733,1.119731,211780824,hitchhiker
44147,1.111487,3453043,robbery
26389,1.107689,52615806,undercover
11439,1.107358,60222298,war crimes
43923,1.084894,6491240,independent film
43539,1.078211,51148651,argument
34813,1.065023,23580000,reference to macgyver
45317,1.054685,9190869,documentary crew
46838,1.046994,0,hillbilly
20533,1.023117,10539000,hell
40264,1.004446,80547866,prom
44639,1.003782,7871522,globalization
22894,0.992107,67918658,diner
38303,0.982925,32005248,bully
35019,0.981468,93246388,children
23048,0.944055,64572262,time travel
43549,0.932529,0,experiment gone wrong
41402,0.919635,24145613,remake
43949,0.918093,1755212,unrequited love
42297,0.912122,89519773,burlesque
44129,0.892356,4882577,carpenter
38073,0.878529,42045846,san francisco
41436,0.875432,177512032,demonic possession
42188,0.856916,9455232,sadness
40662,0.856837,6629178,joker
27579,0.856222,65464324,suspense
23742,0.839107,55583804,daughter
101669,0.837064,0,car crash
43933,0.827664,4242978,radio
59468,0.826116,4430765,spain
38408,0.82289,105610124,death of a friend
23759,0.804348,6814789,ancient world
55347,0.802711,5332926,secret
63555,0.795707,0,brutality
41505,0.794885,851517,supernatural
44113,0.791799,9479718,manipulation
33217,0.789582,75700498,young boy
43947,0.788144,572809,revenge
43593,0.78688,83188165,scuba diving
38357,0.77844,58785180,tv reporter
45094,0.773316,6732980,law school
38358,0.761889,67738090,evil spirit
23023,0.756229,112462508,tooth fairy
39285,0.754526,0,undercover
38363,0.754168,24188922,iraq
45657,0.745434,498974,orderly
30675,0.744585,7000000,superhero
26388,0.740867,19152480,race against time
38778,0.73988,86387857,mind control
13477,0.733947,36699403,romantic comedy
52338,0.693664,0,unemployed
39781,0.68633,34705850,underwear
42684,0.671484,66821036,transformation
48289,0.670027,45636368,secret agent
49953,0.669106,0,sea turtle
38199,0.659899,0,violence
39013,0.659749,13831503,bail
31900,0.658786,0,seduction
39691,0.655878,112483764,duringcreditsstinger
44244,0.6538,0,singing
38843,0.648081,0,aunt niece relationship
7978,0.642475,0,rural setting
42888,0.640576,48668907,athlete
16290,0.640516,0,stuntman
50479,0.631665,0,reincarnation
58496,0.629432,8212430,legend
52208,0.62808,0,exploitation
34016,0.61643,49779728,airport security
41215,0.611978,265318,witch
46503,0.608691,0,childhood trauma
53172,0.602854,204940,apostrophe in title
48838,0.599676,4644108,shot in the head
43931,0.597254,19829957,slasher
42194,0.59643,967000,based on video game
42194,0.59643,967000,based on video game
42194,0.59643,967000,based on video game
42194,0.59643,967000,based on video game
60309,0.591206,15478800,conspiracy
35153,0.583302,0,sibling rivalry
44835,0.564203,382946,grocery
59490,0.550709,6467348,cave painting
45569,0.545277,0,fire
44363,0.538392,3065860,winter
65760,0.534678,0,conspiracy
40247,0.534468,0,infidelity
43434,0.534192,871279,tv mini-series
60011,0.528989,0,independent film
50838,0.524061,8020,survival
47518,0.523187,0,death of son
35690,0.518174,0,daughter
74997,0.516644,0,sex
44009,0.514465,18124262,garden
44874,0.514385,0,fashion
45658,0.513857,2614773,beer
29427,0.512957,54956140,coverup
41180,0.507471,0,inspired by a true story
27585,0.498635,5129058,toy
39210,0.49843,0,luxury hotel
12819,0.495162,39300000,forbidden love
36950,0.493069,0,pain
43920,0.478118,430041,incest overtones
40205,0.47421,0,birthday party
35558,0.473513,0,pop singer
41135,0.470522,0,duringcreditsstinger
41515,0.470249,201584141,bear
35217,0.460154,0,friendship
41592,0.455662,18144030,woman director
45162,0.444944,0,superhuman
45132,0.443893,324138,drug dealer
44638,0.443807,346594,island
45013,0.442823,0,taboo
48392,0.442301,0,musical
51736,0.426522,0,lesbian
46198,0.423512,0,brother sister relationship
45077,0.422828,18000,co-worker
12685,0.417035,0,nazis
43641,0.23283,0,superhuman strength
45272,0.406941,20529194,adultery
47386,0.401176,0,color in title
30061,0.400305,0,superhero
39452,0.397548,4790751,cousin
46934,0.39567,850994,cia
43930,0.393626,16504936,teenager
33107,0.385303,0,kidnapping
367186,0.082894,0,kingdom
278427,0.374797,0,sword fight
46837,0.368374,539957,dream
31007,0.364652,42145,hooker
44716,0.359688,0,bully
58446,0.346631,0,serial killer
71622,0.345663,0,woods
84520,0.189991,0,perversity
89704,0.340855,338987,wilderness
34563,0.312595,21409028,duringcreditsstinger
50090,0.146543,0,government
46829,0.328667,8454301,canada
55061,0.32716,693181,racist
75311,0.255051,0,documentary
12201,0.3261,74901339,threatened with knife
44678,0.321863,0,against the odds
49787,0.321694,0,underwater
70695,0.315527,55125,friends
51409,0.312322,0,grief
43919,0.29666,52604,killer
47559,0.287095,0,village
189197,0.757082,0,hbo
44263,0.289545,0,circus troupe
49350,0.286433,0,teenager
43935,0.283241,4634062,zombies
75170,0.276859,0,woman director
38568,0.275607,617000,freedom
43942,0.27519,103735,cheating
47607,0.271442,0,mother daughter relationship
56601,0.271381,3878993,based on true story
43263,0.284327,0,jesse stone
55215,0.260669,0,gore
52015,0.2596,33245,vampire
41988,0.257311,0,jonah hex
41827,0.162356,0,underwear
39312,0.187905,1422910,afghanistan
46528,0.25054,11087569,revenge
44992,0.377897,0,space shuttle
50204,0.246578,4349187,anti villain
59437,0.245438,63931,collage
32916,0.244947,0,animation
56272,0.559371,10,bisexual woman
12645,0.241541,55089,daughter
39681,0.237797,0,revenge
62728,0.408233,0,gang war
63727,0.229124,0,satan
36801,0.228405,0,fight
42918,0.227258,178174,independent film
25891,0.339125,0,female protagonist
55785,0.224505,0,gang
59435,0.218279,1279,independent film
46689,0.216503,187716,empowerment
34583,0.212376,0,horror
52454,0.211508,0,nuclear power plant
41556,0.385851,123820,romantic literature
34335,0.210231,0,suspense
45556,0.201727,0,freezing
46713,0.200241,0,fugitive
44944,0.196975,37000000,rape
40080,0.196856,0,sport competition
39440,0.184116,0,boy
63578,0.182077,951179,on the road
56812,0.181532,3218666,mad
47763,0.178957,0,diary
53459,0.260805,0,slasher
49958,0.1776,0,australia
55632,0.174224,10967,trophy wife
46020,0.173474,0,deep sea
51794,0.171948,0,new york
57120,0.170821,876302,thirst
34134,0.170408,0,mermaids
52333,0.160701,0,purgatory
46138,0.526537,0,duringcreditsstinger
74471,0.15835,0,sierra leone
31967,0.155075,0,adult animation
38033,0.150336,0,maniac
54532,0.147222,0,bedroom
41120,0.145026,0,biography
66195,0.144892,14870,conga line
43922,0.140371,0,independent film
48186,0.252609,0,romania
52850,0.132502,0,gay interest
35791,0.131526,296221663,undead
31196,0.131328,0,outbreak
62592,0.129442,0,female friendship
27584,0.126182,0,young
50037,0.191889,0,mad doctor
70862,0.123158,0,grindhouse
65056,0.067885,0,independent film
35691,0.107729,0,postman
47177,0.137397,0,location in title
63498,0.104635,0,adult animation
43552,0.276322,1068682,number in title
64786,0.021645,0,lesbianism
46368,0.267278,0,oil rig†
40663,0.087585,0,gas
72914,0.071963,0,vegetable juice
63348,0.07813,0,christian film
51764,0.068941,5980,gay bears
42966,0.06497,0,criminal past
39486,0.06324,60251371,biography
55244,0.052322,1339650,new york city ballet
46718,0.0506,0,green arrow
40777,0.050481,0,new zealand
37757,0.048672,0,special effects
58107,0.227962,0,high school
26214,0.00664,0,anti-globalisation activist
39356,0.028456,43,farm
56811,0.025935,35456,staten island new york city
44950,0.009766,0,mind game
550,8.947905,100853753,nihilism
603,7.753899,463517383,man vs machine
14,3.55572,356296601,loss of father
1893,3.526029,924317558,queen
564,2.94377,415885488,cairo
497,2.719461,284600000,mentally disabled
745,2.578731,672806292,loss of child
36643,2.129874,361832400,oil
796,2.069357,75902208,sex
2668,2.065619,206071502,head
37135,1.945894,0,adoption
2105,1.825695,235483004,coming of age
1844,1.820318,212404396,skyscraper
863,1.810197,485015179,identity crisis
4951,1.769152,53478166,cannabis
509,1.72385,363889678,birthday
817,1.560867,310940086,submarine
226,1.43163,11540607,identity
9008,1.427794,60289912,research
926,1.348628,90683916,spoof
345,1.329827,162091208,free love
492,1.328465,22863596,sexual identity
9535,1.320079,176885658,wedding
10137,1.309249,300135367,cat
9481,1.254522,151493655,psychopath
8487,1.221973,222104681,steam locomotive
1911,1.189386,61698899,arabian
9946,1.173888,211989043,new year's eve
1715,1.152354,88545092,incest
10386,1.150934,23159305,giant robot
8914,1.139223,73648228,alzheimer's disease
9473,1.076307,0,swear word
2112,1.050599,161626121,money
4806,1.03785,309457509,just married
10314,1.022028,103166989,volleyball
10398,0.993492,177841558,sailing trip
8374,0.992316,30471,twin brother
1542,0.968204,12827813,downsizing
1443,0.941202,10409377,youth
2277,0.937873,93700000,freedom
2667,0.934621,248000000,legend
622,0.920974,58401898,passion for collection
10400,0.92088,73956241,boxing match
1090,0.907305,18564088,computer program
9032,0.876587,234801895,vomit
8649,0.855109,0,ambulance
8224,0.823494,96618699,loss of daughter
1832,0.82073,30652890,church service
3558,0.797082,0,puberty
15400,0.779596,0,christmas
11618,0.778786,91188905,haunted house
1641,0.746054,93888180,singles
11622,0.744837,40263020,bunker
11374,0.740133,0,simulated reality 
10207,0.731802,118880016,sailing
2275,0.72669,149705852,based on novel
10307,0.725013,50041732,christian
11601,0.716336,21133087,suspense
9451,0.694437,0,jealousy
334,0.682531,48451803,parents kids relationship
2020,0.67107,36911617,inheritance
9423,0.654013,14010690,russian
1213,0.640331,128798265,gay
9825,0.637814,56870414,lake
9781,0.63765,4217115,music
9824,0.636432,29762011,sphinx
4816,0.627172,0,mission of murder
49948,0.617279,90874570,whale
9430,0.614402,28451622,drug
11355,0.614007,84565230,newspaper
12117,0.598565,0,research
13466,0.596782,0,rocket
6415,0.585123,108000000,three kings
1850,0.581756,47434430,wrestling
17707,0.566661,13000000,thailand
26177,0.54872,0,based on short story
12095,0.545399,0,vampire
16716,0.521573,0,ghost
913,0.508128,124305181,famous painting
12618,0.503461,74608570,plane crash
1946,0.501242,2856712,bodyguard
20024,0.498365,10827816,jealousy
11001,0.49601,117758500,police operation
7341,0.480421,17762705,female nudity
1073,0.479263,0,fbi
10563,0.45956,0,dance
9455,0.454992,15156200,gang war
1439,0.450237,0,east india trading company
12524,0.446421,0,repayment
41586,0.424998,0,police headquarter
10366,0.418611,10667893,destiny
10154,0.416778,0,fbi
12485,0.413376,0,murder
17198,0.40647,0,stalking
11944,0.406308,0,heilig
12596,0.401336,0,air controller
10213,0.354484,0,indian territory
17771,0.390862,0,russian front
6522,0.383326,73345029,bootlegging
2900,0.378188,19598588,space
9849,0.88284,36850101,based on tv series
10210,0.364241,0,promise
10388,0.274419,3193102,record producer
10397,0.35206,13,hunger
12220,0.573718,58900031,psychology
14429,0.257547,17843379,next door neighbor
11119,0.345172,0,totalitarian regime
404,0.335398,0,mississippi
13099,0.331443,0,hoodlum
2290,0.330491,0,jewish life
10402,0.328409,65535067,carnival
16331,0.324805,0,horse trader
6552,0.323791,4152230,noise complaint
9563,0.322499,100230832,training
30943,0.322339,28121100,kidnap
10908,0.318024,0,small town
11129,0.312827,4000000,fast food restaurant
11353,0.312306,0,movie studio
10342,0.377269,8946237,exam
13787,0.304124,0,jealousy
10279,0.258844,0,punk rock
14709,0.301845,0,texas
10350,0.301533,0,outer space
42739,0.300431,0,incest
20770,0.299004,0,homosexuality
10354,0.289133,0,death row
3293,0.28789,0,bill gates
10490,0.285902,10571408,beauty contest
9684,0.281948,0,jazz
10219,0.278394,0,wife
16172,0.231418,4398989,kitchen
19594,0.26906,0,bat
13428,0.265623,0,hit-and-run driving 
11779,0.265105,0,son (musikstil)
10390,0.143906,0,career
16379,0.257431,13260050,based on tv series
15256,0.246669,6852450,relationship
10212,0.323477,0,chase
8970,0.242797,29000000,misfortune
9465,0.319907,0,small town
14242,0.239265,0,wisconsin
18681,0.238749,0,secret service
10047,0.235223,66976317,rape
22509,0.218481,0,holocaust
5470,0.216242,1531251,independent film
815,0.20768,0,pig
24066,0.204411,1943649,escaped convict
22267,0.198126,635096,bush whacker
18212,0.195796,0,canada
18892,0.195048,3076820,nightmare
10496,0.193797,0,teen couple eaten
46435,0.187628,0,biography
16406,0.187319,27500000,the white house
47288,0.173433,12000000,school teacher
10916,0.170248,0,space war
28029,0.167869,0,1960s
14005,0.081035,0,camp
14578,0.163337,7292175,sexuality
54004,0.162638,0,twins
5319,0.161076,0,hindu
12479,0.175782,0,author
28902,0.145004,0,dream
14484,0.144508,239894,sex
12594,0.50812,0,world supremacy
16508,0.127664,0,daydream
17870,0.122365,0,stand-up
1812,0.118187,2049595,screenwriter
22345,0.116694,36450736,toddler
10381,0.105168,0,victorian england
83965,0.083178,0,fishing
10557,0.238748,28200000,father-son relationship
39964,0.090186,100,dog
36251,0.19893,0,twins
10482,0.077584,0,politically incorrect
10368,0.079104,21001563,loss of mother
34513,0.051594,0,made for cable tv
40863,0.044502,0,behind the scenes
310154,0.038156,0,mysterious stranger
120,8.575419,871368364,orcs
671,8.021423,976475550,magic
1018,4.436367,20117339,amnesia
141,3.851009,1270522,time travel
585,3.204295,562816256,energy supply
644,2.971372,235926552,prophecy
808,2.918566,484409218,castle
634,2.717399,281929795,england
161,2.642249,450717150,strip club
676,2.478879,449220945,hawaii
1734,2.449323,433013274,bracelet
10865,2.217239,186053725,animation
1995,2.179727,274703340,planetary configuration
453,2.169826,313542341,massachusetts
2770,2.116602,287553595,summer
9880,2.061559,165335153,high school
824,1.925281,179213434,writer's block
869,1.862114,362211740,space suit
9428,1.857978,71441250,dysfunctional family
4133,1.846848,83282296,drug addiction
853,1.839325,96976270,world war ii
855,1.735123,172989651,somalia
8835,1.697753,141774679,black female judge
9476,1.692141,117487473,tournament
9398,1.581446,60780981,fashion show
11397,1.456526,66468332,kiss
4248,1.450364,141220678,secret door
2034,1.446063,104876233,drug traffic
1933,1.406682,209947037,channel islands
12589,1.213215,80936232,villain
2294,1.20913,33788161,self mocking
9778,1.195555,77516304,book
10992,1.134012,93375151,puppy
1903,1.131878,203388341,virtual reality
2140,1.065364,64437847,drug
1535,1.063015,143049560,cia
9705,1.062734,147080413,shot through a window†
9889,1.061903,141069860,overweight woman
15167,1.046249,0,ballet
18269,0.993311,0,dogcatcher
9989,0.976997,17833000,hacker
2114,0.974222,85131830,alien
9081,0.952027,3176880,dream
2057,0.945429,35402320,cuba
10808,0.913069,176104344,forest
8007,0.90472,91753202,sniper
8922,0.899764,59217789,brother
11232,0.883228,0,time travel
11467,0.878721,0,wife husband relationship
768,0.875299,74558115,jack the ripper
2043,0.844235,105178561,police
39939,0.813396,18492362,police chief
2018,0.798104,94728529,love of one's life
9896,0.787835,85498534,preisgeld
5279,0.781747,87754044,shooting party
11470,0.774598,16000000,future
10866,0.742951,36642838,stalker
10950,0.731548,40270895,new baby
467,0.718104,0,claustrophobia
10829,0.705609,0,shriekers
12508,0.693522,16991902,discontentedness and displeasedness
167,0.676114,50315140,hypnosis
12658,0.6649,0,tv show
12103,0.65104,100020092,suspense
9378,0.648659,0,nudity
9290,0.635377,39438674,los angeles
12149,0.625438,13110448,serial killer
21448,0.624372,0,compilation
11457,0.605248,0,cancer
6440,0.605017,0,based on novel
11313,0.589432,24185781,baseball bat
1548,0.580121,0,record collector
2176,0.578315,23619609,siblings
2749,0.572909,56359980,prison
11065,0.56968,16017403,girlfriend
9397,0.561179,98376292,shampoo
10050,0.560135,0,high school
8489,0.554186,87713825,boxer
331214,0.537593,125000000,war
10972,0.530703,373967,psychology
11371,0.526992,71069884,scepter
1365,0.522846,44909486,parents kids relationship
10956,0.521071,30987695,looking for  birth parents
10877,0.510452,79958599,shadowing
2575,0.509878,28008462,birthday
8386,0.499301,31155435,harvard university
10646,0.493288,23430766,stag night
11086,0.472538,37317558,prosecution
12138,0.471789,18720175,hold-up robbery
23949,0.467091,490475,sex
28635,0.455335,0,lifting person in air
14034,0.455072,0,thief
10016,0.451722,14010832,flashback within a flashback
10878,0.447612,19351569,class differences
11091,0.443923,35743308,puberty
10706,0.4396,0,transformation
12610,0.439101,13596911,lethal virus
10778,0.438395,0,con man
9104,0.427146,0,sex
10491,0.414765,15705007,radio transmission
9799,0.414311,207283925,undercover
441,0.40848,705308,philosophy
9816,0.405522,91038276,ballet
9517,0.400459,480811,homosexuality
59940,0.390268,0,nudity
1999,0.390152,0,arbitrary law
10054,0.386262,147934180,brother sister relationship
5955,0.38279,29400000,drawing
13403,0.382563,0,sex
9991,0.381873,0,amateur soccer
11090,0.380227,84772742,car crash
7501,0.379856,12000000,pile of dead bodies
14543,0.363073,0,visual effect
56715,0.356425,0,dragon
10691,0.541416,16929123,parents kids relationship
16229,0.352726,0,rolling stone
28171,0.350862,0,refugee
10477,0.20867,54744738,career
14369,0.348262,14782676,races
11845,0.362592,0,bartender
27601,0.333096,0,satire
5764,0.318067,0,arrow
13496,0.328665,13678913,outlaw
9740,0.324227,351692268,suspense
11456,0.323191,54249294,dangerous
2084,0.318495,0,mail order bride
19405,0.501163,44460850,friends
26290,0.300784,0,independent film
32577,0.298712,0,framed
9523,0.293121,0,marriage crisis
13503,0.283553,0,racial segregation
12660,0.278317,741394,loss of lover
26602,0.299969,19693891,sport
2171,0.274314,295206,independent film
10984,0.274027,0,violence against women
11088,0.272619,0,bank robber
4012,0.353327,416925,world war ii
23685,0.263042,5409517,horniness agent
16550,0.257859,0,high school
20536,0.25108,0,historical figure
18976,0.249357,0,army
10615,0.241272,0,belt
12312,0.227672,0,daughter
1783,0.507235,0,traitor
11889,0.223151,0,love of one's life
11469,0.906593,0,medaillon
9648,0.216654,0,assurance
26976,0.213105,0,professor
331,0.167033,368780809,paleontology
15192,0.209655,0,uprising
19366,0.209579,0,secret
1722,0.20688,62112895,mandolin
28308,0.205873,0,doubt
37632,0.205204,0,attack
13166,0.202684,0,sausage
26840,0.254157,0,woman director
15647,0.195196,10013424,gay romance
30416,0.194196,0,interview
11370,0.191566,27053815,power
35080,0.189393,3646994,yacht
12484,0.210173,0,hitchhiker
35583,0.18527,0,combat
9683,0.169845,0,crush
12900,0.168793,0,jew persecution
20794,0.164669,2025238,drug
16723,0.26321,13276953,robbery
36269,0.150234,0,travel
11380,0.148963,7316658,dying and death
26475,0.19853,0,party
13408,0.12891,10229331,surprise during end credits
19058,0.128169,163169,secret
10836,0.115221,0,dream
21997,0.115051,0,butterfly
34205,0.114896,0,sequel
35703,0.200262,0,smuggling
17612,0.097715,0,roommate
16161,0.089976,29381649,condom
3003,0.080857,0,sir arthur conan doyle
2029,0.047949,0,parents kids relationship
18828,0.026783,0,fbi
30140,0.011723,0,wool
155,8.466668,1001921825,secret identity
10681,5.678119,521311860,plants
1726,4.977955,585174222,malibu
8681,3.647612,226830568,agent
217,3.16167,786636033,whip
8966,3.107665,392616625,forbidden love
10764,3.086676,586090727,secret agent
9502,3.036644,631744560,kung fu
13523,2.90047,18755936,virgin
11631,2.543535,609841637,musical
4922,2.537342,333932083,funeral
1724,2.349544,163712074,marvel comic
13223,2.245306,269958228,immigration
10527,2.217084,603900354,dance
11253,2.188028,160388063,resignation
8247,2.017536,222231186,loss of child
88751,1.996757,101702060,dinosaur
8909,1.982998,258270008,secret society
13179,1.975355,0,spring
12405,1.929591,377910544,suspicion
2253,1.845165,200276000,bomb
7840,1.841839,266000000,pyramid
8960,1.800286,624029371,love of one's life
12162,1.742288,42000000,loyalty
9029,1.682909,170000000,roommate
2454,1.628345,419651413,lion
7446,1.622426,188072649,land mine
13027,1.611632,178066569,secret identity
14574,1.61062,20416563,world war ii
7555,1.605544,113244290,boat
10483,1.583079,73762516,matter of life and death
8328,1.561177,150816700,street gang
10200,1.559851,233093859,ultimatum
11127,1.537337,0,melodrama
11321,1.531599,168167691,pianist
7191,1.499784,170764026,skyscraper
13053,1.480497,309979994,title spoken by character
9870,1.475988,105173115,beauty
6972,1.468543,49554002,ranch
14306,1.462242,244082376,puppy
12113,1.446456,113280098,dying and death
4944,1.435434,163720069,fitness-training
6557,1.400898,160259319,bar
2309,1.380024,57490374,eavesdropping
8065,1.377239,69823199,professor
8848,1.354387,64822796,car dealer
12133,1.351237,128107642,childhood trauma
8390,1.341805,55447968,narration
8676,1.34132,111231041,boat
8456,1.300453,41627431,underground
10189,1.273395,101624843,roach
12163,1.254928,44703995,ambition
10202,1.22837,212874442,disorder
13056,1.210534,10089373,wall safe
13051,1.172718,85416905,aftercreditsstinger
7461,1.142055,151161491,spain
10358,1.133017,42105111,platonic love
11665,1.121487,230685453,terrorist
15373,1.103468,92380927,big brother
13486,1.09571,0,greek
11499,1.09445,0,scandal
11887,1.091878,0,high school
8055,1.072485,0,trial
9381,1.064766,72108608,secret
19173,1.056526,0,red dress
8321,1.054819,32002538,vietnamese
3580,1.043504,113020255,nudity
8204,1.019335,162839667,single mother
13335,1.01377,43493123,duringcreditsstinger
13401,1.007673,22707064,blonde
13971,0.988883,0,boarding school
13012,0.978313,0,murder
15854,0.957704,0,animation
12182,0.951793,32973937,child
12193,0.943042,163733697,vomit
15157,0.938876,0,dance
13001,0.938555,8900000,spaceship
12620,0.931752,70442940,college
13042,0.905428,0,magic
12180,0.900342,68282844,sith
12177,0.885215,41819064,guru
7459,0.879116,93945766,chimp
5038,0.866771,96408652,author
12222,0.865105,297138014,jungle
12783,0.857292,0,duke
10503,0.842488,18130888,homeless person
1729,0.826564,127906624,urination
13413,0.822831,0,robot
6687,0.802785,5926410,backpacker
13291,0.798582,23530831,alcohol
10661,0.787623,201596308,middle east
13813,0.785951,51155219,world war ii
21583,0.780936,2434658,marriage
8090,0.774511,32483410,snuff
10665,0.764367,82391145,murder
12914,0.762934,0,alien
10139,0.759673,54586584,homophobia
10529,0.749838,7033683,flying saucer
8836,0.748854,68369434,alien
14359,0.743689,50907234,wine
14976,0.73292,0,maid of honor
14447,0.730324,0,murder
13600,0.721663,17869048,adventure
10761,0.720175,84601681,ladykiller
12184,0.719955,0,queen
13825,0.718964,558000,criminal past
13809,0.714882,25739015,money
9030,0.709809,56309766,eye operation
11671,0.702302,14894347,critic
13184,0.696406,42487390,gun
7278,0.68675,84646831,penguin
8988,0.68078,11207130,u.s. soldier
8457,0.675717,0,homeless person
4960,0.674834,0,writer
8338,0.666414,19844979,asylum
8285,0.66173,39031337,mask
14349,0.651972,204660,independent film
13510,0.648934,3983997,revenge
17436,0.645064,382174,kidnapper
8645,0.642656,163403799,crisis
13460,0.634961,22211426,futuristic
8885,0.630893,11125849,middle east
13752,0.626646,0,norway
4564,0.620489,415252786,new year's eve
10186,0.615524,8762890,groupie
13009,0.603395,0,zombies
11918,0.598695,25871834,dragonfly
14098,0.595424,0,haunting
14405,0.589941,149281606,pinata
12165,0.58326,0,mother daughter relationship
4148,0.57947,75225693,infidelity
4953,0.578298,0,delusion
13090,0.576989,16174377,sister sister relationship
14305,0.5725,0,disease
11152,0.563354,0,canc√∫n
13655,0.560837,0,aspiring singer
12797,0.555691,0,lecture
10360,0.54408,2724474,hunger
17622,0.541117,0,riot police
13190,0.540913,0,colony
12178,0.528292,16051363,singer
13150,0.527398,31148328,police
13991,0.513438,6230276,girlfriend
33409,0.511786,0,death penalty
7353,0.509401,0,walking on roof
12568,0.505291,13204291,castle
10885,0.503798,0,photographer
11260,0.498026,50650079,starships
14154,0.489539,0,computer
13812,0.481188,40855419,tv reporter
12912,0.480135,240476,medical test
14011,0.480116,5231128,super powers
12192,0.477295,0,student of medicine
6933,0.475129,0,mobile phone
23966,0.474344,0,necrophilia
12689,0.472691,0,becoming an adult
10190,0.472491,367638,arabian
14851,0.471356,0,independent film
12085,0.469922,0,woman director
19929,0.460248,0,eroticism
13849,0.457004,0,hostage drama
13851,0.456683,0,super powers
13944,0.453602,2000000,survivor
10188,0.451304,44352417,summer vacation
14325,0.450911,9793496,biography
10900,0.436441,1115493,camera
13972,0.436406,50007546,woman director
17108,0.432911,22896728,basketball
16164,0.428849,2960993,criminal
14326,0.422873,84375061,north carolina
13160,0.421657,0,death of lover
11802,0.421518,63800345,space
13279,0.417779,27640028,neighbor
